Shape_Leng,Shape_Area,ADM2_EN,ADM2_PCODE,ADM2_REF,ADM2ALT1EN,ADM2ALT2EN,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,ValidTo
3.19500101900,0.13076577531,Dhaka,BD3026,,,,Dhaka,BD30,Bangladesh,BD,2015/01/01,2020/11/13,
2.46129012010,0.16136023737,Gazipur,BD3033,,,,Dhaka,BD30,Bangladesh,BD,2015/01/01,2020/11/13,
1.76985522986,0.08246453437,Munshiganj,BD3059,,,,Dhaka,BD30,Bangladesh,BD,2015/01/01,2020/11/13,
1.74310759514,0.06229715624,Narayanganj,BD3067,,,,Dhaka,BD30,Bangladesh,BD,2015/01/01,2020/11/13,
2.12932444120,0.10362267117,Narsingdi,BD3068,,,,Dhaka,BD30,Bangladesh,BD,2015/01/01,2020/11/13,
